#frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received
9923100583408,18027389131571,18027397750954,18027400574883,18027400586839,18027400654270,18027402452147,18027403340897,18027403344191,18027405167690,18027405416826,18027408683884,18027408694908,18027408695236,18027408812107,18027409041866,18027410005308,18027411568683,18027412146457,18027412757842,18027413530927,18027413912199,18027413957811,18027413970111
9923119091408,18027400578986,18027409084399,18027413975079,18027413985505,18027414059782,18027417177427,18027417995242,18027417998474,18027419791698,18027420097984,18027423095833,18027423107327,18027423107404,18027423158965,18027423359614,18027423795928,18027424628528,18027424800572,18027425109700,18027425631875,18027426174765,18027426225636,18027426242441
9923137598408,18027413980249,18027422440448,18027426246862,18027426258384,18027426321313,18027429341965,18027430148400,18027430152129,18027432070045,18027432378456,18027435367155,18027435379728,18027435379836,18027435431280,18027435660296,18027436471672,18027438007661,18027438430108,18027439070997,18027439735160,18027440278119,18027440323733,18027440337721
9923156105408,18027426251289,18027434730887,18027440342508,18027440352296,18027440412020,18027443496265,18027444406462,18027444410060,18027446248284,18027446582076,18027449451842,18027449463530,18027449463617,18027449551797,18027449778569,18027450202777,18027450812116,18027451015205,18027451298132,18027451905360,18027452348177,18027452396294,18027452408496
9923174612408,18027440346401,18027448916040,18027452413113,18027452422693,18027452487601,18027455358946,18027456283763,18027456287071,18027458143168,18027458477093,18027461404574,18027461417064,18027461417388,18027461498872,18027461723802,18027462071814,18027462604173,18027462799229,18027463011590,18027463556639,18027464063329,18027464094063,18027464106344
9923193119408,18027452417281,18027460900179,18027464108686,18027464112434,18027464166388,18027466041401,18027466938291,18027466941471,18027468715950,18027469043369,18027472116742,18027472126960,18027472127234,18027472219840,18027473102500,18027474502130,18027476144100,18027476639786,18027477360092,18027478367508,18027478816503,18027478887680,18027478902949
9923211627408,18027464110252,18027472619264,18027478910813,18027478922674,18027478990601,18027482202161,18027483094270,18027483097488,18027484878052,18027485219014,18027488364169,18027488376342,18027488376845,18027488496342,18027488790109,18027489271833,18027489970993,18027490298828,18027490619455,18027491260294,18027491777292,18027491850121,18027491870650
9923230135408,18027478916535,18027487452540,18027491880327,18027491893655,18027491964850,18027495048825,18027495963851,18027495966936,18027497874372,18027498264347,18027501276352,18027501288396,18027501288668,18027501412328,18027501657828,18027502991267,18027504735278,18027505284543,18027505837229,18027506759180,18027507373707,18027507426487,18027507446309
9923248640408,18027491888487,18027500393253,18027507458049,18027507471777,18027507540512,18027509565291,18027510520307,18027510523775,18027512502335,18027512871596,18027515621929,18027515640295,18027515640535,18027515726085,18027516028740,18027516911581,18027518629370,18027518948960,18027519429151,18027520268072,18027520815407,18027520882217,18027520896070
9923267147408,18027507506240,18027515924553,18027520903477,18027520914167,18027520980187,18027524068242,18027525036771,18027525039985,18027526924303,18027527284045,18027530163727,18027530177867,18027530178184,18027530292932,18027530534938,18027531308117,18027532166496,18027532354705,18027532614159,18027533291321,18027533779663,18027533833677,18027533849911
